Date,Close
2012-01-02,87.28659057617188
2012-01-03,87.67761993408203
2012-01-04,87.85139465332031
2012-01-05,86.93901062011719
2012-01-06,85.85281372070312
2012-01-09,84.94041442871094
2012-01-10,84.7231674194336
2012-01-11,84.28870391845703
2012-01-12,83.89766693115234
2012-01-13,84.28870391845703
2012-01-16,83.33285522460938
2012-01-17,84.28870391845703
2012-01-18,83.76731872558594
2012-01-19,83.94111633300781
2012-01-20,83.20248413085938
2012-01-23,82.81148529052734
2012-01-24,82.46388244628906
2012-01-25,81.68183135986328
2012-01-27,81.68183135986328
2012-01-30,80.3783950805664
2012-01-31,81.8556137084961
2012-02-01,83.68041229248047
2012-02-02,84.28870391845703
2012-02-03,85.07076263427734
2012-02-06,86.46110534667969
2012-02-07,86.46110534667969
2012-02-08,85.80937194824219
2012-02-09,85.4183349609375
2012-02-10,89.54588317871094
2012-02-13,87.72106170654297
2012-02-14,89.76313781738281
2012-02-15,89.63276672363281
2012-02-16,89.80655670166016
2012-02-17,90.80586242675781
2012-02-21,91.28378295898438
2012-02-22,91.15345764160156
2012-02-23,88.59002685546875
2012-02-24,89.54588317871094
2012-02-27,89.15483856201172
2012-02-28,89.80655670166016
2012-02-29,90.41484832763672
2012-03-01,89.54588317871094
2012-03-02,91.41412353515625
2012-03-05,90.28450775146484
2012-03-06,89.45896911621094
2012-03-07,90.24102783203125
2012-03-09,89.50245666503906
2012-03-12,89.02449798583984
2012-03-13,89.06796264648438
2012-03-14,89.67621612548828
2012-03-15,90.15415954589844
2012-03-16,89.5893325805664
2012-03-19,90.71895599365234
2012-03-20,91.63134765625
2012-03-21,92.10930633544922
2012-03-22,91.93550872802734
2012-03-23,92.45687866210938
2012-03-26,91.1100082397461
2012-03-27,92.02239990234375
2012-03-28,89.80655670166016
2012-03-29,91.41412353515625
2012-03-30,92.63066101074219
2012-04-02,92.06586456298828
2012-04-03,92.10930633544922
2012-04-04,91.89205169677734
2012-04-09,90.89274597167969
2012-04-10,91.50102996826172
2012-04-11,91.76168823242188
2012-04-12,95.3244400024414
2012-04-13,94.67271423339844
2012-04-16,96.97543334960938
2012-04-17,96.23684692382812
2012-04-18,96.58442687988281
2012-04-19,98.10511016845703
2012-04-20,97.97473907470703
2012-04-23,96.97543334960938
2012-04-24,96.7582015991211
2012-04-25,97.54026794433594
2012-04-26,96.32373046875
