Date,Close
2012-01-02,19.65658187866211
2012-01-03,20.339632034301758
2012-01-04,20.68115997314453
2012-01-05,20.567317962646484
2012-01-06,20.643213272094727
2012-01-09,21.212419509887695
2012-01-10,22.274934768676758
2012-01-11,22.616456985473633
2012-01-12,22.844141006469727
2012-01-13,23.792818069458008
2012-01-16,23.7169246673584
2012-01-17,23.489242553710938
2012-01-18,22.844141006469727
2012-01-19,23.792818069458008
2012-01-20,24.39997673034668
2012-01-23,24.475866317749023
2012-01-24,24.43792152404785
2012-01-25,25.424541473388672
2012-01-27,25.80401611328125
2012-01-30,25.348651885986328
2012-01-31,25.766067504882812
2012-02-01,26.600902557373047
2012-02-02,27.625473022460938
2012-02-03,29.40898895263672
2012-02-06,29.902305603027344
2012-02-07,29.940242767333984
2012-02-08,30.77508544921875
2012-02-09,30.96481704711914
2012-02-10,29.864351272583008
2012-02-13,28.460304260253906
2012-02-14,28.763887405395508
2012-02-15,29.864351272583008
2012-02-16,29.522830963134766
2012-02-17,29.257192611694336
2012-02-21,28.991567611694336
2012-02-22,27.511629104614258
2012-02-23,27.511629104614258
2012-02-24,27.170106887817383
2012-02-27,26.56295394897461
2012-02-28,28.57415199279785
2012-02-29,29.63666343688965
2012-03-01,29.82640266418457
2012-03-02,29.333093643188477
2012-03-05,28.953624725341797
2012-03-06,28.042890548706055
2012-03-07,27.321895599365234
2012-03-09,28.194679260253906
2012-03-12,27.815210342407227
2012-03-13,28.57415199279785
2012-03-14,28.27057456970215
2012-03-15,27.511629104614258
2012-03-16,27.359844207763672
2012-03-19,27.891103744506836
2012-03-20,27.777259826660156
2012-03-21,28.687992095947266
2012-03-22,29.257192611694336
2012-03-23,29.446935653686523
2012-03-26,29.181306838989258
2012-03-27,29.143356323242188
2012-03-28,28.384416580200195
2012-03-29,28.042890548706055
2012-03-30,29.371036529541016
2012-04-02,29.82640266418457
2012-04-03,29.40898895263672
2012-04-04,30.623291015625
2012-04-09,29.78845977783203
2012-04-10,29.257192611694336
2012-04-11,28.346464157104492
2012-04-12,28.422365188598633
2012-04-13,27.966995239257812
2012-04-16,27.966995239257812
2012-04-17,28.00494384765625
2012-04-18,27.92905044555664
2012-04-19,27.397789001464844
2012-04-20,27.321895599365234
2012-04-23,25.955799102783203
2012-04-24,24.893287658691406
2012-04-25,24.627655029296875
2012-04-26,24.43792152404785
2012-04-27,23.33745574951172
2012-04-30,23.413347244262695
2012-05-02,23.86871337890625
2012-05-03,23.754873275756836
2012-05-04,22.92003631591797
2012-05-07,23.14771842956543
2012-05-08,21.70572853088379
2012-05-09,21.895465850830078
2012-05-10,21.5159969329834
2012-05-11,21.250364303588867
2012-05-14,20.339632034301758
2012-05-15,20.719104766845703
2012-05-16,22.46466827392578
2012-05-17,23.14771842956543
2012-05-18,22.274934768676758
2012-05-21,22.578510284423828
2012-05-22,22.16109275817871
2012-05-23,22.236988067626953
2012-05-24,22.388776779174805
2012-05-25,22.80619239807129
2012-05-28,22.76824951171875
2012-05-29,22.80619239807129
2012-05-30,22.616456985473633
2012-05-31,23.944604873657227
2012-06-01,22.50261688232422
2012-06-04,21.895465850830078
2012-06-05,22.123146057128906
2012-06-06,22.388776779174805
2012-06-07,22.882091522216797
2012-06-08,22.882091522216797
2012-06-11,22.76824951171875
2012-06-12,22.844141006469727
2012-06-13,22.65440559387207
2012-06-14,22.65440559387207
2012-06-15,23.29950523376465
2012-06-18,22.76824951171875
2012-06-19,22.426721572875977
2012-06-20,22.92003631591797
2012-06-21,22.92003631591797
2012-06-22,22.692354202270508
2012-06-25,22.692354202270508
2012-06-26,22.80619239807129
2012-06-27,23.56513786315918
2012-06-28,24.779447555541992
2012-06-29,25.1209659576416
2012-07-02,25.80401611328125
2012-07-03,27.208051681518555
2012-07-04,27.056270599365234
2012-07-05,27.435739517211914
2012-07-06,26.942426681518555
2012-07-09,26.297327041625977
2012-07-10,25.72812271118164
2012-07-11,25.690174102783203
2012-07-12,25.08302116394043
2012-07-13,25.007125854492188
2012-07-16,24.779447555541992
2012-07-17,24.66560173034668
2012-07-18,25.045072555541992
2012-07-19,24.931228637695312
2012-07-20,25.6522274017334
2012-07-23,25.310697555541992
2012-07-24,25.80401611328125
2012-07-25,26.14554214477539
2012-07-26,25.841960906982422
2012-07-27,26.449111938476562
2012-07-30,25.766067504882812
2012-07-31,26.828580856323242
2012-08-01,27.777259826660156
2012-08-02,29.560775756835938
2012-08-03,28.991567611694336
2012-08-06,29.522830963134766
2012-08-07,31.306339263916016
2012-08-08,29.78845977783203
2012-08-09,29.940242767333984
2012-08-10,29.560775756835938
2012-08-13,30.24382209777832
2012-08-14,31.078662872314453
2012-08-16,31.685810089111328
2012-08-17,30.926864624023438
2012-08-21,32.86217498779297
2012-08-22,32.86217498779297
2012-08-23,31.875547409057617
2012-08-24,31.951440811157227
