entry_date,exit_date,hold_days,direction,entry_z,exit_z,entry_ze,exit_zx,stop_zs,notional,leverage,beta,units,entry_lr,exit_lr,entry_cost_dol,exit_cost_dol,gross_pnl_dol,pnl,pnl_dol,exit_reason,z_fast,z_fast_slope,z_fast_accel,z_fast_accel_z,rsi_lr,rsi_slope,lr_mom,lr_mom_slope,lr_mom_slope_z,vol_z,vol_ratio,atr,autocorr,agreement,regime_score
2019-02-22,2019-03-15,14,short,2.6640075510412498,-1.110663429966899,2.4,0.18,4.5,800000,4,2.4013577187746775,-1,-7.682537941728857,-7.700140465144171,1000.0,1000.0,14082.01873225181,0.06041009366125905,12082.01873225181,mean_revert,2.41013280784819,2.6322715387493445,2.518658032485471,,53.06105559762173,18.92470115629598,0.12355839770525723,0.11057178108462029,,,1.0,0.02723973274072253,0.0,4.0,6.0
2019-08-29,2019-09-20,14,short,2.7976485767446495,-0.3985734059393958,2.4,0.18,4.5,800000,4,2.3725831318579247,-1,-7.6811714174171195,-7.684527362923323,1000.0,1000.0,2684.7564049624852,0.003423782024812426,684.7564049624852,mean_revert,1.9282254240533796,1.3600961492013373,1.1625154424855584,0.9167043327305071,63.991274270940394,13.192183081221316,0.10445646720934487,0.12324676786144373,2.053736484265106,-0.47852266688797457,0.675898599447758,0.023372485578863844,-0.14362782219133383,4.0,6.0
2020-01-22,2020-01-31,7,short,3.094234745851242,-0.3846245890089247,2.4,0.18,4.5,800000,4,2.3635478064251103,-1,-7.626381933882105,-7.681282356381442,1000.0,1000.0,43920.33799946944,0.2096016899973472,41920.33799946944,mean_revert,2.168790640232509,1.4624838690527222,1.7720480156803315,2.108191571719652,67.92419532475422,16.466892052947273,0.11156207434855503,0.10478143183189559,1.9252160075448028,-0.407167894066096,0.8373172727441118,0.03006243869039773,-0.10538647944887393,4.0,6.0
2020-03-05,2020-03-12,4,long,-2.761239921284939,2.0887999334747422,2.4,0.18,4.5,800000,4,2.372772014703555,1,-7.693405507106977,-7.641624027589846,1000.0,1000.0,41425.18361370477,0.19712591806852386,39425.18361370477,mean_revert,-2.469851721679343,-0.9572195820997212,-0.8710438728435094,-0.8219304966842627,40.360526591181,-14.902056858056511,-0.05520858470632373,-0.061759448788383686,-0.9473872887518231,-1.6374451845080291,0.38893951684285516,0.021435877332754018,-0.145598763958616,-3.0,-1.0
2020-03-13,2020-03-25,8,short,2.6889966258389353,-0.802895018259865,2.4,0.18,4.5,800000,4,2.374239512111849,-1,-7.537012495563258,-7.546408978412423,1000.0,1000.0,7517.186279331867,0.027585931396659335,5517.186279331867,mean_revert,2.451624072954747,1.7405772695902666,1.6497737203079825,1.2842416480695809,65.51452411390841,18.286422637696887,0.17624222791213828,0.2265111126687227,2.9078741467696423,0.46122108989405053,0.9008984908060282,0.03409253726076624,-0.06231119919198509,4.0,6.0
2020-08-28,2020-09-04,5,long,-2.4311277571650525,0.030576778201946517,2.4,0.18,4.5,800000,4,2.3941759302813908,1,-7.706226168912324,-7.59855086475676,1000.0,1000.0,86140.24332445141,0.42070121662225707,84140.24332445141,mean_revert,-1.6560290391910384,-0.9058259497847451,-0.5328104946591213,-0.6631014546023275,36.521599925562,-8.899746742488695,-0.14072776841384727,-0.13902906485834343,-1.8506584770781558,0.027702132387525356,0.7872004163645376,0.035784897582377184,-0.3121829318487562,-3.0,-1.0
2020-10-27,2020-11-12,12,long,-3.1565984509143474,-0.13144800047672028,2.4,0.18,4.5,800000,4,2.4017881366413336,1,-7.920112949195287,-7.872798291624288,1000.0,1000.0,37851.726056799605,0.17925863028399802,35851.726056799605,mean_revert,-2.1240343420010293,-2.003205896733286,-2.421742023544904,-2.2143259337825967,21.487539978813246,-13.773677026236157,-0.2721538928643854,-0.16659767194069186,-2.4092075534770143,3.377365926166809,1.0884682810081583,0.05753815501765202,-0.05253406249611728,-4.0,-2.0
2021-05-03,2021-05-10,5,short,2.611502840721045,0.004727772130290868,2.4,0.18,4.5,800000,4,2.3381775367177577,-1,-7.367244416599863,-7.4819975971425015,1000.0,1000.0,91802.54443411044,0.4490127221705522,89802.54443411044,mean_revert,1.9944518342956719,1.590024648738626,1.350023744197157,1.3526639247254848,70.78640055845796,18.011766827758727,0.18828474155020025,0.21019451352065843,2.3231315094172564,0.6400806278419745,1.0051227715109812,0.030167828059700905,-0.10479312043095777,4.0,6.0
2021-07-28,2021-08-04,5,short,2.8041011834216296,-1.203471301872053,2.4,0.18,4.5,800000,4,2.3732524960869883,-1,-7.349156215599714,-7.413092472397431,1000.0,1000.0,51149.005438173845,0.24574502719086921,49149.005438173845,mean_revert,2.537607611462967,2.1011802805190047,1.883818806290237,1.5965881212205746,64.52238873641083,14.35049957951911,0.10351330940271808,0.07355408936647123,1.1181736674493448,-0.12430709109157892,1.1151862115077504,0.030101538488726227,0.03718383956197493,4.0,6.0
2022-01-28,2022-02-07,6,long,-2.4288552030650887,0.936381374854631,2.4,0.18,4.5,800000,4,2.370912746046526,1,-7.558684189796062,-7.496788014794207,1000.0,1000.0,49516.94000148379,0.23758470000741894,47516.94000148379,mean_revert,-1.3916622650370882,-0.6632507876403639,-0.7256537031680499,-1.1176834126654163,35.61465833152168,-12.293271510277897,-0.09818169417739231,-0.10292978474030079,-1.6642228982095997,-1.2715498707602675,0.39037525362448394,0.023101446342008915,-0.11066805439826737,-2.0,0.0
