sharpe,sortino,ann_ret,ann_vol,max_dd,calmar,n_trades,win_rate,avg_win,avg_loss,avg_hold,profit_factor,pct_pyramided,window_size,start_date,end_date,low_signal
2.158930805291657,3.0283799874562836,2.6951893556996565,1.2483908002487158,-0.24577284212759754,10.96618052819847,10,0.8,0.18817051743615498,-0.08673232874768133,6.1,8.67821815247572,0.0,126,2016-06-02,2016-12-06,False
1.3602017839991667,2.221324332720605,1.3970003191496583,1.0270537324560032,-0.23743341816736133,5.883756085948041,9,0.7777777777777778,0.19333707884781506,-0.330201522209997,8.222222222222221,2.049293326809703,0.0,126,2023-08-07,2024-02-09,False
1.5913968358241692,1.4241484287248058,1.107067568735758,0.6956577666955196,-0.3091096751603395,3.5814717483737986,6,0.8333333333333334,0.12480956118428935,-0.0749071468263287,4.833333333333333,8.330951482750958,0.0,126,2022-05-10,2022-11-09,False
2.122454350262185,1.9062532792934965,2.6327407694408986,1.240422800667387,-0.31982777687765934,8.231745207196234,7,1.0,0.1865604286735331,0.0,5.714285714285714,inf,0.0,126,2020-02-05,2020-08-10,False
2.122454350262185,1.9062532792934965,2.6327407694408986,1.240422800667387,-0.31982777687765934,8.231745207196234,7,1.0,0.1865604286735331,0.0,5.714285714285714,inf,0.0,126,2020-01-15,2020-07-20,False
1.4805591109541938,1.0949180069418358,1.198626116262156,0.8095766709980685,-0.23015058324173043,5.208008163086956,6,0.8333333333333334,0.1608882196336944,-0.20988449287970412,5.0,3.832780055025502,0.0,126,2024-07-02,2025-01-01,False
2.292404639189432,3.045716146213629,2.7864112739319866,1.2154971361937348,-0.33063253887194244,8.427516793836174,10,0.8,0.184711625585938,-0.05027227765823937,5.7,14.69689731120943,0.0,126,2016-05-20,2016-11-23,False
0.1231193688433412,0.1369055070504757,0.07795576831003015,0.6331722542309501,-0.31874216527502214,0.24457312775913134,3,0.6666666666666666,0.1045508904131347,-0.1704332449581989,8.333333333333334,1.2268837624816362,0.0,126,2022-10-18,2023-04-21,True
0.2524137998858702,0.1442456246633697,0.3889873297763185,1.541069980928937,-0.7182900445862062,0.5415463192176178,10,0.8,0.1955788044638258,-0.6883401856687164,4.5,1.1365241113960112,0.0,126,2017-08-04,2018-02-05,False
2.319666531253679,3.465107241905924,2.97043184969526,1.2805426166535543,-0.14522329661419076,20.454237845782377,10,0.9,0.16744287632928784,-0.03855739009094194,6.3,39.08422959669197,0.0,126,2016-06-21,2016-12-23,False
1.5359388338724755,1.8958325881681724,1.6719206645061684,1.0885333632009613,-0.37785944447658365,4.424715827394858,10,0.7,0.18391769394537813,-0.15436604372536503,6.5,2.780023867399496,0.0,126,2021-01-04,2021-07-07,False
0.9988880927714319,1.0163073998252798,0.5725837865040468,0.5732211552501376,-0.2582283041570354,2.217354865002884,6,0.6666666666666666,0.07466486661138716,-0.00981986553823887,8.0,15.206902033564468,0.0,126,2025-09-18,2026-03-20,False
0.4865854228527659,0.6109172887534785,0.3416742877022271,0.7021876769325518,-0.2343718707539486,1.4578297583370323,8,0.625,0.13726784734552683,-0.17395264774151506,6.0,1.315184037415937,0.0,126,2023-03-13,2023-09-13,False
1.8321021526082761,2.905100652669756,1.5580878743043678,0.8504372270324516,-0.22461068153523067,6.936837837162158,10,0.7,0.1700125842441389,-0.14074234698229504,7.4,2.8185975181506238,0.0,126,2023-06-19,2023-12-20,False
0.7429025596402969,0.6939770134154586,0.47628169896906125,0.6411092447974203,-0.19712806335558114,2.4161029680991724,7,0.7142857142857143,0.09574605575297652,-0.12373971801114636,4.285714285714286,1.9344244776837096,0.0,126,2023-01-02,2023-07-06,False
1.6646427901175238,2.1863749035290354,1.4884870542849409,0.8941780561701491,-0.23660997230304556,6.290888924911901,7,0.8571428571428571,0.17728535205809984,-0.32537527986598946,7.428571428571429,3.269185393514542,0.0,126,2023-09-21,2024-03-27,False
0.9333851612506787,0.9916946823475554,0.9424876491131633,1.009752124032364,-0.3433936702737979,2.744627320479408,6,0.6666666666666666,0.18274420271257763,-0.13423650832367628,8.0,2.722719847151234,0.0,126,2020-11-13,2021-05-20,False
1.6301503667837618,2.1326053135440697,1.861045933078268,1.1416406553648522,-0.27052913568455245,6.879280963098631,9,0.7777777777777778,0.15086962994809336,-0.06897477300328014,6.777777777777778,7.655606272067256,0.0,126,2016-11-01,2017-05-04,False
2.1376858590563703,2.242725309462432,2.1293925923885832,0.9961204464946745,-0.16464535940757768,12.933207471200548,10,0.8,0.16589792639603718,-0.1379685427893611,5.7,4.809731929960769,0.0,126,2024-04-19,2024-10-21,False
0.6472983902417961,0.617368465916149,0.7630009518059309,1.1787468705443782,-0.49194232637787255,1.5509967548916532,5,0.8,0.16192220650833078,-0.26921613168514313,8.8,2.405832154184638,0.0,126,2020-03-20,2020-09-21,False
0.724836244636304,0.7655064885435505,0.6277835815468303,0.866104014792788,-0.5671377559279414,1.1069331480491214,12,0.6666666666666666,0.16199227511284353,-0.16642025132247107,7.666666666666667,1.9467856084287785,0.0,256,2020-06-26,2021-07-02,False
1.1606813494663908,1.1348169342723573,0.9009223037164912,0.7762012408751802,-0.25023809306210354,3.600260426748466,11,0.8181818181818182,0.15499198326020053,-0.2416401400524395,6.363636363636363,2.886374443085252,0.0,256,2019-03-05,2020-03-20,False
0.42891086582318194,0.2842648209638738,0.550837258627733,1.2842697691291765,-0.6244181515155046,0.8821608681471129,17,0.7647058823529411,0.16670611292945264,-0.40369615576072904,5.823529411764706,1.3420857724041426,0.0,256,2017-04-21,2018-05-02,False
1.151360402585073,1.0697271320827333,0.9820129991816823,0.8529153833819834,-0.30474204295174,3.22244016503229,13,0.8461538461538461,0.1268823052929574,-0.20100086404910497,7.923076923076923,3.47188895138669,0.0,256,2024-09-20,2025-09-30,False
0.9666340450657435,1.2940396501980609,0.8034173227313443,0.8311494167130247,-0.236513586945486,3.3969182621061167,16,0.6875,0.15909557718874845,-0.18841390688152218,7.0625,1.8576668548959019,0.0,256,2023-04-10,2024-04-24,False
1.0563249066028029,1.1894790724271842,0.9090356070285411,0.8605643977022638,-0.3853381258281074,2.359059605314129,12,0.75,0.13300924138357767,-0.09240857098634418,7.75,4.318081319639711,0.0,256,2021-11-26,2022-12-06,False
1.2475898593130403,1.2609496430890343,1.3474189305710207,1.0800175398291143,-0.3103370171111268,4.341792490995462,14,0.8571428571428571,0.1538949926858597,-0.2416401400524395,6.5,3.82126063953933,0.0,256,2019-07-02,2020-07-16,False
1.5883245920101752,1.7748599736025685,1.37662492331683,0.8667151098973924,-0.24159550839383667,5.698056774601646,15,0.8666666666666667,0.14832869907744395,-0.2676298863728468,7.066666666666666,3.6024995454364364,0.0,256,2023-09-04,2024-09-19,False
1.283712188871948,1.487004248239445,1.090954356838291,0.8498434199623504,-0.37785944447658365,2.887196212203976,14,0.7142857142857143,0.15055297050774405,-0.10164694909300674,7.714285714285714,3.7028403668561762,0.0,256,2020-12-02,2021-12-14,False
0.7644838081109374,0.7555017930006577,0.7722035126692481,1.0100979307558997,-0.37199192208739423,2.075860971217084,11,0.8181818181818182,0.14685293909228783,-0.2701400201004971,8.272727272727273,2.4462803610862665,0.0,256,2019-12-02,2020-12-08,False
0.7777810371863969,0.7148518270810742,0.7715902207561522,0.9920404122313913,-0.37213469549916556,2.073416507754468,10,0.8,0.16430466799997911,-0.26683076268876804,7.6,2.46305435466786,0.0,256,2019-12-27,2021-01-04,False
0.38700219602219,0.27428588621602557,0.5220547520442596,1.3489710327491937,-1.1597614019646993,0.45013978837360014,16,0.8125,0.16408110097011633,-0.534928207680972,6.4375,1.329184167135722,0.0,256,2017-09-28,2018-10-10,False
2.0587491388882806,2.7223453875091206,2.4656811642188834,1.197659839969791,-0.33063253887194244,7.457466747318141,18,0.8888888888888888,0.1599861131125595,-0.03237164919449342,6.888888888888889,39.537340133977224,0.0,256,2016-05-26,2017-06-07,False
1.2610951356299263,1.5706563171080075,1.1017332095628376,0.873632114211997,-0.37785944447658365,2.915722302744012,14,0.7857142857142857,0.13740335249793448,-0.13219593212400899,8.785714285714286,3.81110284104518,0.0,256,2021-01-05,2022-01-14,False
0.8746386118628139,0.7544419070972745,0.8015992619508596,0.9164919671721394,-0.22325289387730493,3.590543656699033,13,0.7692307692307693,0.14230283312853315,-0.20396207365930472,6.846153846153846,2.3256420597460967,0.0,256,2024-05-03,2025-05-15,False
1.9843657289952437,2.356450728848644,2.394750176443002,1.2068088767364225,-0.42223246800055586,5.671639103887789,19,0.8421052631578947,0.1695731920970185,-0.09830398881245099,6.157894736842105,9.199935514073637,0.0,256,2016-02-11,2017-02-23,False
0.888363036684277,0.695305018231162,0.7745718795094233,0.8719091717282977,-0.1920800880471803,4.032546462177623,12,0.8333333333333334,0.13830651138924402,-0.3021360702896667,7.0,2.2888116479546037,0.0,256,2024-01-12,2025-01-27,False
1.8447786276643834,2.1811249569281337,1.66375322166118,0.901871474827094,-0.23660997230304556,7.0316276421784805,16,0.875,0.15848711288421646,-0.2676298863728468,6.6875,4.145313534393346,0.0,256,2023-09-21,2024-10-08,False
1.5401665493785417,1.626462376884099,1.6642845888907056,1.0805874141093674,-0.36162830905262644,4.602196640110131,14,0.9285714285714286,0.15013106731951237,-0.26760637449044666,7.428571428571429,7.293189031352222,0.0,256,2018-03-27,2019-04-10,False
1.1426632579939253,1.3467150049949066,1.0079584891262618,0.8821133278546535,-0.35223666631231026,2.8615944492063656,13,0.7692307692307693,0.12971837079082263,-0.09240857098634418,7.615384615384615,4.679160868818541,0.0,256,2021-10-12,2022-10-21,False
