sharpe,calmar,ann_ret,max_dd,n_trades
0.29308511314532587,0.24753422955195875,0.20653363510542969,-0.8343639402084275,189
-0.027203452495296626,-0.01946982778237295,-0.020611165848770905,-1.058620860911326,180
0.512173710080161,0.35997033642883053,0.36654708228958555,-1.0182702439484352,187
0.625069025121562,0.6686301502356833,0.4574418625037874,-0.6841478242381759,183
0.5856877645212333,0.4595428858996541,0.4205007894979125,-0.9150414518433719,176
0.22607334274784233,0.14479184691618027,0.16448901089806717,-1.136037797717226,172
0.27638642660881835,0.11745102847973785,0.1994907188986333,-1.698501251805118,171
0.3428269985783027,0.4617838308101726,0.2551714060905696,-0.5525776111365492,181
-0.13256228890355307,-0.07399890080478527,-0.0932661550158205,-1.260372167714541,184
0.40656181524428714,0.37483763690374705,0.3203883224360683,-0.8547389346559653,183
0.783617320964066,0.4970845549754026,0.5655384661338955,-1.1377107988436297,187
0.6966876188913139,1.356290626218107,0.4693470246075533,-0.346051956368883,187
0.6839800159627772,0.791758675094895,0.514539070404635,-0.6498685604461053,190
0.2538523533477284,0.27774251323374655,0.20752411530645826,-0.7471816715786939,186
0.6061899793371008,1.2293508534304796,0.4245462712835412,-0.34534182824931803,189
0.503827601063254,0.5056054907366007,0.37970686573784007,-0.7509943477565031,179
0.23279436264675085,0.2008375741603394,0.18482254752007135,-0.9202588125891105,191
0.7113451945313205,1.418895849846731,0.5430565027316535,-0.3827317577892094,186
0.16991409301637092,0.13404928107821984,0.12758951535943938,-0.9518105157534482,179
0.4714570931438442,0.7335979990700775,0.33695834306052447,-0.45932287640868585,168
0.2519740838911915,0.21095891688748658,0.19665591425946827,-0.9322000565842556,183
0.5335039794525592,1.0179688376598521,0.3641116767715175,-0.35768450202125257,181
0.5894389592877958,1.0254782080078186,0.4475369176892447,-0.4364177748434733,188
-0.0003413552778027106,-0.00016804848165657347,-0.0002441320956635342,-1.4527480002017894,180
0.1466974249523615,0.1382973473366078,0.11820720304943026,-0.8547322513838296,181
0.9782263219670652,2.6778549111060705,0.6970067104082328,-0.2602854648761903,175
0.4976557418096721,0.52050483272932,0.3901421835692754,-0.7495457468156926,186
0.7967641464882341,0.6547910343680862,0.5841663027059169,-0.8921415719591724,202
0.059748943333114944,0.03309754234951198,0.043059906094297426,-1.3010001056749865,174
0.29607763965951944,0.2877837419912691,0.2271804417226598,-0.7894137457200486,189
0.688963175897133,1.6032938381152426,0.5253968560458703,-0.32769841906428226,183
0.7909037100808843,1.05230711112673,0.6210681796768442,-0.5901966955367735,187
0.1855783686529626,0.21116074587503814,0.14620854170479636,-0.6924039839834647,176
0.6639490089624837,0.9864396813847911,0.5248804911782965,-0.5320958808565516,185
0.7230050656518312,0.8819799636230807,0.5158435071530127,-0.5848698705512334,181
0.1605588056002332,0.19608099408496965,0.11948116758294466,-0.6093459906224707,182
0.2751649207190652,0.2336346169478726,0.20573680780438527,-0.8805921420894929,179
0.6369043824029617,1.011218745147934,0.4394748675573713,-0.4345992097813409,187
0.23573096074973865,0.21787862560727397,0.17283080316824012,-0.7932434982390952,189
0.22474860551922965,0.2769519870276144,0.16071046237669495,-0.5802827562333784,177
0.5234334364145268,0.30473545433348087,0.39320954072176373,-1.2903307939071083,182
0.3316580893648684,0.42856921464320524,0.24567410424847322,-0.5732425378547154,181
0.46330752819986326,0.3226716967671568,0.3440196814477561,-1.0661600781676375,175
0.612619508199757,0.9078737722434962,0.41859483514466683,-0.46107162464915624,181
0.23283710368779903,0.15832636738525532,0.16381234141138418,-1.0346497814402564,178
0.3164424070607099,0.23381562615139678,0.24246622826893052,-1.0369975363063735,186
0.5465555203556406,0.42817201914465813,0.4331060798300212,-1.0115235476975344,181
0.42071036479603635,0.948591430478661,0.3190368822486018,-0.33632697070393647,189
-0.09792467206914826,-0.051444844883616524,-0.0733659665730631,-1.4261091998438065,173
0.13394195314421795,0.05429646863184288,0.10349577311232533,-1.9061234684354569,176
0.27081953527425784,0.28091059036070776,0.19832973111066515,-0.7060244003474438,181
0.5067145185244701,0.31024518811916646,0.36358806309527353,-1.1719377995819804,176
0.1213736799072278,0.11067898252387105,0.09303228970223533,-0.8405596761080658,175
0.7190127748021556,1.8639442141421438,0.48830702468067116,-0.2619751283197111,179
0.39577461682644427,0.34251475725783026,0.2849964946475165,-0.8320707023813968,184
0.09017547097948521,0.07790379957363328,0.0698114056074898,-0.8961232441750843,175
0.25750055442490766,0.17667641749286922,0.19279737454153353,-1.0912456641210475,189
0.13091500389776564,0.14020811573203473,0.0945955721832439,-0.6746797194253336,184
0.38503704780515224,0.4281815318243149,0.30145725182967475,-0.7040407617425317,180
0.37950203364962953,0.5089565853001551,0.3077642643713576,-0.6046964972264872,182
0.25953287867116237,0.17509712961420873,0.20083350604101094,-1.1469834284748535,179
0.7611413175366571,0.8220532506978122,0.5870245883501265,-0.7140955745285623,174
0.5270216070231208,0.5599813404914366,0.35428182884710824,-0.6326672037610975,191
0.496556007406655,1.0996974795698373,0.3722448741397698,-0.3384975241421657,177
0.5398854800911904,0.5136839435813343,0.4173470385595729,-0.8124587964534892,171
0.530787894262786,0.3919054269931184,0.36257203741668187,-0.9251518668636564,187
0.3789707087857254,0.2803692528948126,0.2801407263468859,-0.9991849086675263,180
0.09957022201335386,0.03182544746364328,0.07894945406716926,-2.4807020909088378,172
0.612395852764801,0.8036533029201799,0.4798829962098683,-0.5971268885054667,188
0.3820028631626644,0.3169147193465051,0.27473986777212367,-0.86692050258395,192
0.4631596697917529,0.40376238041161444,0.32773988718209435,-0.8117147685923112,181
0.2982874041513361,0.45744676258947164,0.23201894665495168,-0.5072042598827471,182
0.16787498943524173,0.10988015286929524,0.11109129643093256,-1.011022405138788,186
0.21965568135063684,0.3505695870138102,0.16797675580354257,-0.47915381717617556,173
0.6686305472195619,0.7454786167073177,0.48511182509660133,-0.6507387525604387,178
0.4985615922816961,0.5285612302394505,0.38069985101305537,-0.7202568581138453,184
0.2370089259050741,0.1696886353779421,0.1679420603468947,-0.9897071773418573,180
0.7570092797949544,1.7968445988315027,0.5955159626755877,-0.33142318654760394,187
0.3121017413143239,0.31151695867757045,0.23680963706263997,-0.7601821681488139,171
0.06292773424355808,0.024867781110074243,0.04640980840590919,-1.8662625427046247,186
0.7215144853063735,0.79211629430033,0.5280971486765339,-0.6666914346750029,190
0.4515792024276662,0.4230216323591654,0.3467814555699506,-0.8197723923383585,175
0.4346671364116709,0.6138841984308178,0.2994074391573985,-0.48772625182848794,170
0.2503353104636889,0.21647959522271903,0.18995458515023173,-0.8774710843061315,181
0.2877478850276277,0.19129952082502183,0.21417508124454823,-1.1195798103459458,180
0.3638029574002249,0.2670503628527173,0.2695057435760477,-1.0091944481823623,185
0.1714640639330613,0.26326709800099496,0.12204734831497505,-0.4635875475579322,179
0.6281814416257807,0.6269570433974614,0.4673750687924268,-0.7454658556186486,170
0.8193140876925398,3.224261160623712,0.5704104384712352,-0.17691198387939924,182
0.37810335210267837,0.5088596698262173,0.28085469148817677,-0.5519295557144321,174
0.6981876176942704,0.38858921152554765,0.5022229928385408,-1.2924264954934868,176
0.3869680283444321,0.35950189587151504,0.28623157333474947,-0.7961893292408333,180
0.5780552860071348,0.7139365914931702,0.418266404189514,-0.5858593174426405,184
0.16104583815905188,0.10842765319568334,0.12915648381874942,-1.1911766049723127,180
0.6507588414166591,0.555167197855213,0.4711425407110983,-0.8486498167241715,179
0.12087766864722838,0.11210372885086627,0.08544698625286093,-0.7622135956470519,179
0.9453817805551085,1.4673088692807112,0.7108401004811586,-0.4844515802794944,182
0.5465155065373987,0.36923027501658084,0.43786032913809103,-1.1858733120365827,186
0.477539682337918,0.4105897330201553,0.3817276084551191,-0.9297056836937047,184
0.1659127693242668,0.10817353940425999,0.11671832643045645,-1.0789914712345998,179
0.7779407000302564,1.1952355558466539,0.5766784288127458,-0.4824809854357549,185
1.0283170267376565,1.5059188835931319,0.7023383393696326,-0.4663852396178531,177
0.7294648660118579,2.401645684768889,0.5487381951965246,-0.22848424256608432,174
0.6782052891609022,2.1988533737478524,0.4967802959057881,-0.22592697714038437,190
0.06213248021575133,0.0802933898444046,0.048016424908647805,-0.5980121776113295,187
0.646406525960294,0.9142704994293565,0.4829333583902553,-0.5282171509325512,193
0.5224357140783408,0.4672487988301927,0.3984192837002677,-0.8526919377807989,184
0.03961297279706894,0.03839443976803424,0.031014597291194802,-0.8077887704202519,184
0.43238995499487193,0.35853159916876115,0.343669250871035,-0.9585466153271182,192
0.5275886309956838,1.3338402987651434,0.3848554372187223,-0.2885318711505551,184
0.2217998592301652,0.203853231303435,0.16306788903564948,-0.7999279088832463,184
0.3524170215408492,0.3506167644688076,0.25586981273898113,-0.7297706175762295,181
0.2800583109688746,0.23966242448847314,0.21386879872698245,-0.8923751780591235,179
0.4002585250962492,0.5020820184028136,0.2873283842619276,-0.5722737993604222,171
0.41527411189235985,0.38679493533440246,0.3134536355907743,-0.810387124949759,190
0.5436876519936279,0.5993638115291637,0.4424346717400074,-0.7381738156850324,166
0.8353279299317894,0.8460355801563881,0.6009245554074155,-0.7102828409371811,179
-0.10758165800786182,-0.058378947595062375,-0.08405584384688586,-1.4398314342685274,178
0.607505054915647,1.820849978266904,0.435419817651413,-0.23912997932199126,185
0.5493862534562908,0.6928297329605586,0.44687305914605174,-0.6449969420863341,184
0.0776833477484624,0.06710048439466432,0.0608917369460825,-0.9074708997320514,172
